timestamp,virtual_date,weekday,iteration,stock_id,person_id,type,price,quantity,status
1764505528081,0,0,0,0,-1,sell,180,127,closed
1764505528094,0,0,0,1,-1,sell,140,200,finished
1764505528105,0,0,0,2,-1,sell,200,235,closed
1764505841361,0,0,0,1,4,buy,147,4,closed
1764505841375,0,0,0,0,0,buy,189,4,finished
1764505841389,0,0,0,1,2,buy,147,7,closed
1764505841402,0,0,0,1,8,buy,147,423,closed
1764505841413,0,0,0,2,3,buy,210,4,finished
1764505841426,0,0,0,0,7,buy,189,6,finished
1764505841437,0,0,0,1,6,buy,147,86,closed
1764505841452,0,0,0,1,1,buy,147,208,closed
1764505841467,0,0,0,1,5,buy,147,221,closed
1764505528082,0,0,0,0,-1,sell,181.6875,6,finished
1764505528082,0,0,0,0,-1,sell,182.49107142857142,4,finished
1764505841468,0,0,0,1,5,buy,143.28125,200,finished
1764505528106,0,0,0,2,-1,sell,200.96774193548387,4,finished
1764506163349,0,0,1,1,2,buy,150.4453125,6,closed
1764506163365,0,0,1,1,3,buy,150.4453125,6,closed
1764506163381,0,0,1,2,0,buy,211.01612903225808,3,finished
1764506163398,0,0,1,1,6,buy,150.4453125,5,closed
1764506163413,0,0,1,0,5,buy,191.615625,3,finished
1764506163429,0,0,1,0,4,buy,191.615625,3,finished
1764506163448,0,0,1,1,7,buy,150.4453125,7,closed
1764506163467,0,0,1,2,1,buy,211.01612903225808,2,finished
1764506163485,0,0,1,1,8,buy,148.05,419,closed
1764505528082,0,0,0,0,-1,sell,183.25697802197803,3,finished
1764505528082,0,0,0,0,-1,sell,183.8461369399831,3,finished
1764505528106,0,0,0,2,-1,sell,201.45441244239632,2,finished
1764505528106,0,0,0,2,-1,sell,202.07306139186127,3,finished
1764507276168,0,0,2,1,6,buy,150.4453125,5,closed
1764507276185,0,0,2,1,2,buy,150.44400000000002,342,closed
1764507276199,0,0,2,1,7,buy,148.72199999999998,71,closed
1764507276216,0,0,2,2,8,buy,212.17671446145434,5,finished
1764507276230,0,0,2,2,0,buy,212.17671446145434,1,finished
1764507276248,0,0,2,0,3,buy,193.03844378698227,4,finished
1764507276265,0,0,2,1,5,buy,149.1,168,closed
1764507276282,0,0,2,0,4,buy,193.03844378698227,3,finished
1764507276298,0,0,2,1,1,buy,150.44400000000002,200,closed
1764507276315,0,0,2,2,1,sell,199.5,2,finished
1764505528082,0,0,0,0,-1,sell,184.46318226152545,3,finished
1764505528082,0,0,0,0,-1,sell,185.05084447251818,4,finished
1764507276231,0,0,2,2,0,buy,202.476661957019,2,finished
1764505528106,0,0,0,2,-1,sell,202.476661957019,1,finished
1764505528106,0,0,0,2,-1,sell,203.31050919770692,5,finished
1764507879423,1,1,0,0,0,buy,194.3033866961441,4,finished
1764507879440,1,1,0,0,6,buy,194.3033866961441,4,finished
1764507879453,1,1,0,0,7,buy,194.3033866961441,5,finished
1764507879471,1,1,0,2,2,buy,213.4755,6,closed
1764507879484,1,1,0,2,3,buy,213.47603465759227,4,finished
1764507879500,1,1,0,1,1,buy,150.44400000000002,57,closed
1764507879518,1,1,0,0,4,buy,194.3033866961441,3,finished
1764507879530,1,1,0,2,5,buy,213.4755,162,closed
1764507879546,1,1,0,1,5,sell,138.7,142,finished
1764507879560,1,1,0,1,8,buy,150.4453125,8,finished
1764507879547,1,1,0,1,5,sell,143.76640625,8,finished
1764507879501,1,1,0,1,1,buy,144.50102199570816,142,finished
1764507879472,1,1,0,2,2,buy,208.57826393057533,231,finished
1764508310639,1,1,1,2,3,buy,219.00717712710411,4,closed
1764508310655,1,1,1,1,7,buy,151.72607309549358,7,finished
1764508310672,1,1,1,1,1,buy,151.725,55,closed
1764508310685,1,1,1,1,1,sell,138.7,64,finished
1764508310699,1,1,1,2,0,buy,219.00717712710411,3,closed
1764508310714,1,1,1,1,8,buy,151.725,283,closed
1764508310726,1,1,1,2,5,buy,219.00900000000001,234,closed
1764508310739,1,1,1,0,4,buy,198.75517803794307,3,finished
1764508310754,1,1,1,2,2,sell,198.151,2,finished
1764508310768,1,1,1,2,6,buy,219.00717712710411,3,closed
1764508310686,1,1,1,1,1,sell,144.74681770210373,7,finished
1764508310715,1,1,1,1,8,buy,145.13014098312132,64,finished
1764508310727,1,1,1,2,5,buy,208.5784499380137,2,finished
1764508721780,1,1,2,2,4,buy,219.0073724349144,2,closed
1764508721796,1,1,2,2,2,buy,219.00900000000001,1,closed
1764508721814,1,1,2,1,8,buy,152.3865,316,closed
1764508721829,1,1,2,2,5,buy,219.0073724349144,5,closed
1764508721841,1,1,2,1,7,buy,152.3866480322774,7,closed
1764508721855,1,1,2,1,6,buy,151.725,130,closed
1764508721869,1,1,2,0,0,buy,199.9024267258727,3,finished
1764508721884,1,1,2,0,3,buy,199.9024267258727,4,finished
1764508721900,1,1,2,0,1,buy,199.9024267258727,2,finished
1764509345713,2,2,0,1,8,buy,152.3865,274,closed
1764509345729,2,2,0,0,0,buy,202.94961253199395,3,closed
1764509345745,2,2,0,0,5,buy,202.9545,182,closed
1764509345762,2,2,0,1,1,sell,138.7,34,finished
1764509345777,2,2,0,0,7,buy,202.94961253199395,5,closed
1764509345792,2,2,0,1,2,buy,152.3865,32,finished
1764509345805,2,2,0,2,2,sell,198.151,109,closed
1764509345820,2,2,0,2,3,buy,219.0073724349144,3,finished
1764509345833,2,2,0,1,6,buy,152.3866480322774,5,finished
1764509345846,2,2,0,2,4,buy,219.0073724349144,2,finished
1764509345763,2,2,0,1,1,sell,145.24328435136096,5,finished
1764509345763,2,2,0,1,1,sell,145.45626010334146,32,finished
1764509345714,2,2,0,1,8,buy,145.5200028460117,34,finished
1764509345806,2,2,0,2,2,sell,208.57861601608369,2,finished
1764509345806,2,2,0,2,2,sell,208.5788271322743,3,finished
1764509345746,2,2,0,0,5,buy,197.67433984843723,99,finished
1764509822359,2,2,1,1,7,buy,152.7960029883123,6,closed
1764509822375,2,2,1,0,8,buy,205.8,205,closed
1764509822393,2,2,1,1,4,buy,152.7960029883123,3,closed
1764509822410,2,2,1,1,0,buy,152.7960029883123,4,closed
1764509822423,2,2,1,1,3,buy,152.7960029883123,5,closed
1764509822441,2,2,1,0,1,sell,190,2,finished
1764509822455,2,2,1,0,2,buy,207.55349999999999,3,closed
1764509822469,2,2,1,2,2,sell,198.151,109,closed
1764509822485,2,2,1,0,6,buy,205.8,74,closed
1764509822501,2,2,1,1,5,buy,152.7960029883123,4,closed
1764509822456,2,2,1,0,2,buy,197.85778320703102,2,finished
1764510289929,2,2,2,1,0,buy,152.7960029883123,4,closed
1764510289946,2,2,2,1,3,buy,152.7960029883123,5,closed
1764510289964,2,2,2,0,5,buy,207.75300000000001,175,closed
1764510289977,2,2,2,0,4,buy,207.75067236738258,2,closed
1764510289992,2,2,2,1,7,buy,152.7960029883123,6,closed
1764510290010,2,2,2,0,8,buy,207.75300000000001,213,closed
1764510290024,2,2,2,1,2,buy,152.79600000000002,5,closed
1764510290038,2,2,2,2,2,sell,199.5,100,closed
1764510290052,2,2,2,2,6,buy,219.00776848888805,3,finished
1764510290066,2,2,2,1,1,buy,152.79600000000002,203,closed
1764509822470,2,2,1,2,2,sell,208.57900604430026,3,finished
1764510905551,3,3,0,0,3,buy,207.75067236738258,3,closed
1764510905567,3,3,0,1,2,buy,152.79600000000002,44,closed
1764510905585,3,3,0,2,2,sell,199.5,94,closed
1764510905603,3,3,0,1,1,buy,152.79600000000002,198,closed
1764510905621,3,3,0,1,7,buy,152.7960029883123,6,closed
1764510905634,3,3,0,1,6,buy,152.7960029883123,4,closed
1764510905648,3,3,0,2,0,buy,219.00795634651527,3,finished
1764510905663,3,3,0,1,8,buy,152.79600000000002,298,closed
1764510905677,3,3,0,2,5,buy,219.00795634651527,3,finished
1764510905694,3,3,0,1,4,buy,152.79600000000002,76,closed
1764510905586,3,3,0,2,2,sell,208.68212376635614,3,finished
1764510905586,3,3,0,2,2,sell,208.7695116664035,3,finished
1764511389187,3,3,1,1,2,buy,152.79600000000002,52,closed
1764511389204,3,3,1,2,2,sell,199.02499999999998,50,closed
1764511389222,3,3,1,1,5,buy,152.79600000000002,247,closed
1764511389236,3,3,1,0,3,buy,207.75067236738258,3,closed
1764511389254,3,3,1,0,8,buy,207.75067236738258,4,closed
1764511389267,3,3,1,0,4,buy,207.75067236738258,2,closed
1764511389283,3,3,1,1,6,buy,152.7960029883123,4,closed
1764511389304,3,3,1,1,1,buy,152.79600000000002,198,closed
1764511389322,3,3,1,1,0,buy,152.7960029883123,4,closed
1764511389337,3,3,1,1,7,buy,152.7960029883123,6,closed
1764511843742,3,3,2,0,6,buy,207.75067236738258,3,closed
1764511843759,3,3,2,1,1,buy,152.79600000000002,198,closed
1764511843777,3,3,2,2,7,buy,219.2079872497237,4,finished
1764511843795,3,3,2,1,3,buy,152.7960029883123,5,closed
1764511843813,3,3,2,0,8,buy,207.75067236738258,4,closed
1764511843828,3,3,2,2,2,sell,199.02499999999998,93,closed
1764511843846,3,3,2,1,5,buy,152.79600000000002,247,closed
1764511843864,3,3,2,1,4,buy,152.7960029883123,3,closed
1764511843878,3,3,2,2,0,buy,219.2079872497237,3,finished
1764511843829,3,3,2,2,2,sell,208.82221327661316,3,finished
1764511843829,3,3,2,2,2,sell,208.87888167468805,4,finished
1764512465151,4,4,0,2,0,sell,198.43599999999998,6,finished
1764512465168,4,4,0,1,6,buy,152.79600000000002,96,closed
1764512465186,4,4,0,0,1,buy,207.75067236738258,2,closed
1764512465199,4,4,0,0,7,buy,207.75067236738258,4,closed
1764512465217,4,4,0,1,2,buy,152.79600000000002,95,closed
1764512465230,4,4,0,2,2,sell,199.02499999999998,150,finished
1764512465248,4,4,0,0,3,buy,207.75067236738258,3,closed
1764512465261,4,4,0,1,5,buy,152.7960029883123,5,closed
1764512465275,4,4,0,2,8,buy,219.324,36,finished
1764512465287,4,4,0,1,4,buy,152.7960029883123,3,closed
1764512465276,4,4,0,2,8,buy,208.87917770197652,6,finished
1764512465276,4,4,0,2,8,buy,209.1409177701977,150,finished
1764512885774,4,4,1,1,8,buy,152.79600000000002,83,closed
1764512885790,4,4,1,0,0,buy,207.75067236738258,3,closed
1764512885807,4,4,1,1,2,buy,152.79600000000002,309,closed
1764512885823,4,4,1,0,4,buy,207.75067236738258,2,closed
1764512885839,4,4,1,0,7,buy,207.75067236738258,4,closed
1764512885853,4,4,1,1,3,buy,152.7960029883123,5,closed
1764512885870,4,4,1,1,6,buy,152.79600000000002,24,closed
1764512885883,4,4,1,1,5,buy,152.7960029883123,5,closed
1764512885898,4,4,1,1,1,buy,152.7960029883123,3,closed
1764513234652,4,4,2,0,3,buy,207.75067236738258,3,closed
1764513234669,4,4,2,2,8,buy,219.59796365870758,1,finished
1764513234683,4,4,2,1,4,buy,152.7960029883123,3,closed
1764513234696,4,4,2,1,5,buy,152.79600000000002,262,closed
1764513234709,4,4,2,0,0,buy,207.75067236738258,3,closed
1764513234723,4,4,2,1,1,buy,152.7960029883123,3,closed
