timestamp,virtual_date,weekday,iteration,stock_id,person_id,type,price,quantity,status
1764540899556,0,0,0,0,-1,sell,180,150,closed
1764540899569,0,0,0,1,-1,sell,140,190,finished
1764540899582,0,0,0,2,-1,sell,200,237,closed
1764541004127,0,0,0,2,0,buy,210,6,finished
1764541004140,0,0,0,1,1,buy,147,18,finished
1764541004154,0,0,0,1,2,buy,147,10,finished
1764540899570,0,0,0,1,-1,sell,141.75,10,finished
1764541004141,0,0,0,1,1,buy,143.4125,190,finished
1764540899583,0,0,0,2,-1,sell,201.6216216216216,6,finished
1764541138362,0,0,1,1,1,sell,140.6,69,finished
1764541138376,0,0,1,2,2,buy,211.7027027027027,7,finished
1764541138390,0,0,1,1,0,buy,150.583125,8,finished
1764541138363,0,0,1,1,1,sell,144.3802777777778,8,finished
1764541138363,0,0,1,1,1,sell,144.00724206349207,18,finished
1764540899583,0,0,0,2,-1,sell,203.13950103950106,7,finished
1764541272574,0,0,2,1,0,buy,151.20760416666667,7,finished
1764541272591,0,0,2,1,1,buy,147,23,closed
1764541272607,0,0,2,1,1,sell,138.225,182,finished
1764541272623,0,0,2,1,2,buy,149.541,71,closed
1764541272641,0,0,2,1,2,sell,137.75,3,finished
1764541272642,0,0,2,1,2,sell,144.2019070961718,7,finished
1764541272624,0,0,2,1,2,buy,144.07339007397832,3,finished
1764541272624,0,0,2,1,2,buy,143.89007239968637,182,finished
1764541272624,0,0,2,1,2,buy,144.92064207590965,69,finished
1764541272688,1,1,0,0,-1,sell,180,1,closed
1764541272703,1,1,0,0,-1,buy,180,4,finished
1764541272719,1,1,0,1,-1,sell,144.92064207590965,1,finished
1764541272735,1,1,0,1,-1,buy,144.92064207590965,6,finished
1764541272746,1,1,0,2,-1,sell,203.13950103950106,11,closed
1764541272760,1,1,0,2,-1,buy,203.13950103950106,7,finished
1764541427112,1,1,0,1,2,sell,139.17499999999998,194,finished
1764541427128,1,1,0,0,0,buy,189,6,finished
1764541427144,1,1,0,0,1,buy,189,4,finished
1764541272689,1,1,0,0,-1,sell,181.56521739130434,4,finished
1764541272689,1,1,0,0,-1,sell,182.86956521739128,6,finished
1764541272689,1,1,0,0,-1,sell,181.87145557655953,4,finished
1764541427113,1,1,0,1,2,sell,143.84227629744356,6,finished
1764541272747,1,1,0,2,-1,sell,203.1396801535263,7,finished
1764541571194,1,1,1,1,1,buy,148.70100000000002,196,finished
1764541571210,1,1,1,1,2,buy,148.70100000000002,305,closed
1764541571227,1,1,1,1,0,buy,148.70168746087148,6,finished
1764541571228,1,1,1,1,0,buy,142.0924133860359,1,finished
1764541571211,1,1,1,1,2,buy,146.46484514775346,7,finished
1764541690774,1,1,2,1,1,sell,139.17499999999998,5,finished
1764541690790,1,1,2,2,0,buy,213.29666416120264,5,finished
1764541690806,1,1,2,1,2,buy,148.70100000000002,240,closed
1764541690823,1,1,2,1,2,sell,139.137,61,finished
1764541690807,1,1,2,1,2,buy,144.27842889404977,61,finished
1764541690807,1,1,2,1,2,buy,144.1639525960332,5,finished
1764541272747,1,1,0,2,-1,sell,204.59120010966166,5,finished
1764541690873,2,2,0,0,-1,sell,181.87145557655953,5,finished
1764541690888,2,2,0,0,-1,buy,181.87145557655953,4,finished
1764541690904,2,2,0,1,-1,sell,144.1639525960332,1,finished
1764541690915,2,2,0,1,-1,buy,144.1639525960332,6,closed
1764541690931,2,2,0,2,-1,sell,204.59120010966166,16,closed
1764541690947,2,2,0,2,-1,buy,204.59120010966166,7,finished
1764541867941,2,2,0,1,1,buy,151.368,16,closed
1764541867958,2,2,0,1,1,sell,136.952,191,finished
1764541867972,2,2,0,0,0,buy,190.96502835538752,5,finished
1764541867987,2,2,0,1,2,buy,151.368,39,closed
1764541868002,2,2,0,1,2,sell,136.952,66,finished
1764541690874,2,2,0,0,-1,sell,183.69087334593573,5,finished
1764541690874,2,2,0,0,-1,sell,183.05752609517546,4,finished
1764541867988,2,2,0,1,2,buy,144.1605200784254,66,finished
1764541867988,2,2,0,1,2,buy,144.1600258745485,191,finished
1764541867988,2,2,0,1,2,buy,144.4877507950441,1,finished
1764541690932,2,2,0,2,-1,sell,204.59076930106517,7,finished
1764541867942,2,2,0,1,1,buy,146.11775718569154,9,finished
1764542014055,2,2,1,1,2,buy,153.42364504497613,3,closed
1764542014066,2,2,1,1,0,buy,153.42364504497613,6,closed
1764542014081,2,2,1,0,1,buy,192.21040239993425,5,finished
1764542161630,2,2,2,1,1,buy,153.42600000000002,60,closed
1764542161646,2,2,2,1,1,sell,139.65,9,finished
1764542161664,2,2,2,1,0,buy,151.725,20,closed
1764542161679,2,2,2,0,2,buy,192.15,83,finished
1764542161692,2,2,2,1,2,sell,142.5,129,finished
1764542161631,2,2,2,1,1,buy,146.31776693983767,9,finished
1764542161631,2,2,2,1,1,buy,147.84649402444876,129,finished
