timestamp,virtual_date,weekday,iteration,stock_id,person_id,type,price,quantity,status
1764562255478,0,0,0,0,-1,sell,180,137,closed
1764562255490,0,0,0,1,-1,sell,140,200,finished
1764562255504,0,0,0,2,-1,sell,200,238,closed
1764562357213,0,0,0,0,0,buy,189,6,finished
1764562357229,0,0,0,2,2,buy,210,7,finished
1764562357246,0,0,0,1,1,buy,147,9,finished
1764562255479,0,0,0,0,-1,sell,184,6,finished
1764562357247,0,0,0,1,1,buy,143.4825870646766,200,finished
1764562255505,0,0,0,2,-1,sell,204.24242424242425,7,finished
1764562479094,0,0,1,1,1,sell,136.30599999999998,55,closed
1764562479109,0,0,1,0,2,buy,193.20000000000002,7,finished
1764562479122,0,0,1,2,0,buy,214.45454545454547,5,finished
1764562255479,0,0,0,0,-1,sell,186.3483870967742,7,finished
1764562479095,0,0,1,1,1,sell,141.83775870646767,9,finished
1764562255505,0,0,0,2,-1,sell,206.62848484848487,5,finished
1764562605142,0,0,2,1,1,buy,148.05,3,finished
1764562605157,0,0,2,1,1,sell,134.748,200,finished
1764562605171,0,0,2,1,0,buy,148.92964664179107,8,finished
1764562605185,0,0,2,1,2,buy,149.625,125,finished
1764562605199,0,0,2,2,2,sell,199.5,7,finished
1764562605186,0,0,2,1,2,buy,142.18327243137546,200,finished
1764562479095,0,0,1,1,1,sell,142.18327243137546,125,finished
1764562479095,0,0,1,1,1,sell,142.5714747145973,8,finished
1764562479095,0,0,1,1,1,sell,142.27786867864933,3,finished
1764562605254,1,1,0,0,-1,sell,186.3483870967742,9,closed
1764562605267,1,1,0,0,-1,buy,186.3483870967742,4,finished
1764562605280,1,1,0,1,-1,sell,142.27786867864933,1,finished
1764562605293,1,1,0,1,-1,buy,142.27786867864933,6,finished
1764562605306,1,1,0,2,-1,sell,203.60427915518824,7,closed
1764562605320,1,1,0,2,-1,buy,203.60427915518824,7,finished
1764562755011,1,1,0,1,1,buy,149.394,28,finished
1764562755024,1,1,0,2,0,buy,213.78449311294767,5,finished
1764562755037,1,1,0,1,2,buy,149.394,55,finished
1764562755053,1,1,0,1,2,sell,142.5,145,finished
1764562605255,1,1,0,0,-1,sell,186.3497453310696,4,finished
1764562755054,1,1,0,1,2,sell,145.87951551211873,55,finished
1764562755012,1,1,0,1,1,buy,145.9445514761104,145,finished
1764562755012,1,1,0,1,1,buy,145.8897757380552,1,finished
1764562605307,1,1,0,2,-1,sell,207.67285583103765,5,finished
1764562605307,1,1,0,2,-1,sell,204.21709936833906,7,finished
1764562755012,1,1,0,1,1,buy,147.46487665593034,9,finished
1764562877109,1,1,1,1,2,buy,152.25,74,finished
1764562877120,1,1,1,1,2,sell,142.5,16,finished
1764562877134,1,1,1,1,1,sell,140.6,120,finished
1764562877146,1,1,1,2,0,buy,214.42795433675602,5,finished
1764562877110,1,1,1,1,2,buy,146.43359402194983,120,finished
1764562877121,1,1,1,1,2,sell,146.43359402194983,74,finished
1764562755012,1,1,0,1,1,buy,145.97374082482057,16,finished
1764562605307,1,1,0,2,-1,sell,208.0554198736678,5,finished
1764563025285,1,1,2,2,0,sell,197.65699999999998,5,finished
1764563025299,1,1,2,1,1,buy,153.2724278660616,4,finished
1764563025314,1,1,2,1,2,sell,142.5,112,finished
1764563025315,1,1,2,1,2,sell,147.50274816496412,4,finished
1764563025315,1,1,2,1,2,sell,145.99871545396428,28,finished
1764563025315,1,1,2,1,2,sell,142.90553077913773,6,finished
1764563025369,2,2,0,0,-1,sell,186.3497453310696,4,finished
1764563025382,2,2,0,0,-1,buy,186.3497453310696,4,finished
1764563025395,2,2,0,1,-1,sell,142.70455977354737,11,finished
1764563025408,2,2,0,1,-1,buy,142.70455977354737,6,finished
1764563025421,2,2,0,2,-1,sell,203.89725192420065,7,closed
1764563025434,2,2,0,2,-1,buy,203.89725192420065,7,finished
1764563208785,2,2,0,1,0,buy,149.83978776222474,7,finished
1764563208798,2,2,0,1,1,buy,149.83978776222474,3,finished
1764563208813,2,2,0,1,2,sell,135.56499999999997,118,finished
1764563025370,2,2,0,0,-1,sell,186.34995978911624,4,finished
1764563208814,2,2,0,1,2,sell,142.70113994338683,3,finished
1764563208814,2,2,0,1,2,sell,142.70014249292333,7,finished
1764563208814,2,2,0,1,2,sell,139.6400203561319,6,finished
1764563025422,2,2,0,2,-1,sell,203.8995836248789,7,finished
1764563344335,2,2,1,2,2,buy,214.09456280612284,8,finished
1764563344349,2,2,1,2,1,buy,214.09456280612284,2,finished
1764563344363,2,2,1,0,0,buy,195.66745777857207,5,finished
1764563025370,2,2,0,0,-1,sell,190.4021686681456,5,finished
1764563025422,2,2,0,2,-1,sell,207.03522447110726,2,finished
1764563025422,2,2,0,2,-1,sell,208.73016546906854,8,finished
1764563502260,2,2,2,0,2,buy,199.92000000000002,152,closed
1764563502276,2,2,2,2,2,sell,198.2935,8,finished
1764563502291,2,2,2,1,1,buy,144.501,23,finished
1764563502307,2,2,2,1,1,sell,130.15,86,finished
1764563502323,2,2,2,1,0,buy,144.49801077677571,7,finished
1764563502261,2,2,2,0,2,buy,192.703500316023,4,finished
1764563502292,2,2,2,1,1,buy,137.32835808184757,86,finished
1764563502292,2,2,2,1,1,buy,143.0773631734873,11,finished
1764563502261,2,2,2,0,2,buy,196.29073122689312,128,finished
